id,documento,nombre,apellido,telefono,correo,ciudad,fechaRegistro,activo
278,58242732,Luisa,Martinez,3459252175,luisa.martinez64@gmail.com,Bogota,2023-12-20,True
279,79177043,Juan,Perez,3823290453,juan.perez84@gmail.com,Bogota,2022-05-21,True
280,75708833,Ana,Rodriguez,3812592424,ana.rodriguez41@gmail.com,Cartagena,2024-12-31,True
281,34230394,Sofia,Hernandez,3986314926,sofia.hernandez92@gmail.com,Cali,2023-07-19,True
282,75412319,Sofia,Hernandez,3508806304,sofia.hernandez18@gmail.com,Bogota,2024-11-26,True
283,70040030,Luisa,Perez,3205264960,luisa.perez43@gmail.com,Barranquilla,2024-06-24,True
284,78397730,Pedro,Hernandez,3955932054,pedro.hernandez41@gmail.com,Barranquilla,2023-05-30,True
285,28093442,Juan,Perez,3644479563,juan.perez60@gmail.com,Cartagena,2024-11-26,True
286,66006392,Luisa,Martinez,3533218210,luisa.martinez48@gmail.com,Barranquilla,2021-06-23,True
287,43140131,Carlos,Gomez,3630152485,carlos.gomez44@gmail.com,Barranquilla,2024-01-22,True
288,40526328,Sofia,Lopez,3564577496,sofia.lopez32@gmail.com,Barranquilla,2024-03-25,True
289,29626453,Ana,Lopez,3118422942,ana.lopez64@gmail.com,Bogota,2021-02-15,True
290,16764016,Juan,Rodriguez,3882635444,juan.rodriguez84@gmail.com,Barranquilla,2022-02-06,True
291,63384548,Luisa,Hernandez,3980645776,luisa.hernandez33@gmail.com,Cali,2021-02-16,True
292,53178937,Sofia,Perez,3844714224,sofia.perez67@gmail.com,Barranquilla,2024-04-19,True
293,61174352,Pedro,Rodriguez,3670219587,pedro.rodriguez29@gmail.com,Cali,2022-11-08,True
294,76203652,Luisa,Hernandez,3423492008,luisa.hernandez43@gmail.com,Cali,2025-03-19,True
295,14412714,Jorge,Lopez,3646958200,jorge.lopez32@gmail.com,Cartagena,2023-08-10,True
296,71676226,Luisa,Rodriguez,3531839656,luisa.rodriguez15@gmail.com,Bogota,2024-04-14,True
297,84038822,Carlos,Lopez,3552046311,carlos.lopez21@gmail.com,Medellin,2020-10-22,True
298,64595587,Luisa,Gomez,3197040424,luisa.gomez53@gmail.com,Cartagena,2021-01-20,True
299,19812391,Jorge,Gomez,3581930025,jorge.gomez94@gmail.com,Medellin,2024-06-08,True
300,16336515,Carlos,Lopez,3919448612,carlos.lopez99@gmail.com,Cartagena,2025-03-06,True
301,97298312,Luisa,Martinez,3734496154,luisa.martinez51@gmail.com,Bogota,2021-01-15,True
302,78690748,Luisa,Rodriguez,3377601112,luisa.rodriguez60@gmail.com,Cali,2022-04-14,True
303,89361064,Luisa,Lopez,3304573524,luisa.lopez35@gmail.com,Cartagena,2023-01-28,True
304,52829154,Sofia,Perez,3758738764,sofia.perez7@gmail.com,Medellin,2020-06-08,True
305,47638933,Juan,Gomez,3634857064,juan.gomez82@gmail.com,Cali,2024-11-15,True
306,26616684,Jorge,Perez,3567676112,jorge.perez79@gmail.com,Cali,2020-07-31,True
307,66540300,Jorge,Hernandez,3936554802,jorge.hernandez50@gmail.com,Cartagena,2020-07-22,True
308,26027137,Pedro,Martinez,3638226592,pedro.martinez60@gmail.com,Cali,2024-05-02,True
309,75239622,Luisa,Hernandez,3475154097,luisa.hernandez34@gmail.com,Cartagena,2022-05-04,True
310,41275673,Luisa,Lopez,3346039629,luisa.lopez31@gmail.com,Bogota,2020-02-22,True
311,12742120,Jorge,Lopez,3601934981,jorge.lopez78@gmail.com,Cali,2024-04-09,True
312,90499683,Maria,Hernandez,3601746387,maria.hernandez80@gmail.com,Medellin,2020-03-04,True
313,58914605,Luisa,Hernandez,3510156583,luisa.hernandez84@gmail.com,Medellin,2021-03-27,True
314,96992473,Juan,Perez,3968113484,juan.perez8@gmail.com,Medellin,2021-08-15,True
315,14382307,Maria,Martinez,3293645885,maria.martinez49@gmail.com,Cartagena,2024-09-15,True
316,87195876,Pedro,Rodriguez,3700386574,pedro.rodriguez25@gmail.com,Barranquilla,2022-02-04,True
317,18755956,Sofia,Martinez,3734995983,sofia.martinez36@gmail.com,Cali,2020-04-01,True
318,90281526,Luisa,Hernandez,3203511638,luisa.hernandez91@gmail.com,Bogota,2024-09-29,True
319,47546457,Maria,Martinez,3885394593,maria.martinez74@gmail.com,Barranquilla,2024-09-03,True
320,34215190,Ana,Gomez,3605138901,ana.gomez95@gmail.com,Barranquilla,2022-06-15,True
321,22953581,Jorge,Rodriguez,3152863323,jorge.rodriguez47@gmail.com,Bogota,2023-05-28,True
322,91448935,Sofia,Perez,3345456777,sofia.perez43@gmail.com,Cali,2023-03-09,True
323,73911641,Sofia,Perez,3898551242,sofia.perez35@gmail.com,Medellin,2020-04-14,True
324,69329922,Juan,Gomez,3734303664,juan.gomez43@gmail.com,Barranquilla,2025-02-18,True
325,56557802,Carlos,Perez,3556933598,carlos.perez91@gmail.com,Cali,2021-04-25,True
326,51271709,Maria,Lopez,3688961979,maria.lopez98@gmail.com,Cartagena,2023-05-17,True
327,73535047,Jorge,Martinez,3941503188,jorge.martinez63@gmail.com,Cartagena,2022-12-30,True
328,49130813,Maria,Rodriguez,3897668249,maria.rodriguez26@gmail.com,Cartagena,2020-12-19,True
329,42165814,Ana,Lopez,3171132849,ana.lopez61@gmail.com,Medellin,2025-04-26,True
330,33447762,Maria,Hernandez,3559078531,maria.hernandez87@gmail.com,Barranquilla,2021-04-28,True
331,48115404,Ana,Hernandez,3105218066,ana.hernandez73@gmail.com,Cali,2024-07-21,True
332,44356267,Maria,Perez,3747761123,maria.perez69@gmail.com,Cartagena,2020-06-26,True
333,63960327,Juan,Lopez,3191437684,juan.lopez44@gmail.com,Cartagena,2024-08-30,True
334,28731381,Ana,Perez,3986317490,ana.perez19@gmail.com,Medellin,2023-11-02,True
335,74183861,Sofia,Gomez,3185352572,sofia.gomez22@gmail.com,Bogota,2024-08-14,True
336,60644219,Juan,Martinez,3289411715,juan.martinez32@gmail.com,Medellin,2020-11-04,True
337,82046425,Carlos,Rodriguez,3122162547,carlos.rodriguez43@gmail.com,Cartagena,2024-08-06,True
338,90856584,Carlos,Gomez,3281415102,carlos.gomez74@gmail.com,Barranquilla,2021-10-28,True
339,21305524,Carlos,Perez,3550286938,carlos.perez6@gmail.com,Cali,2024-10-30,True
340,30642635,Ana,Hernandez,3162790495,ana.hernandez9@gmail.com,Bogota,2024-12-19,True
341,83525865,Juan,Martinez,3523553899,juan.martinez67@gmail.com,Bogota,2023-06-17,True
342,27123772,Ana,Hernandez,3503474760,ana.hernandez33@gmail.com,Medellin,2023-10-22,True
343,15268562,Juan,Rodriguez,3514689642,juan.rodriguez33@gmail.com,Bogota,2020-06-26,True
344,28038547,Carlos,Hernandez,3689558175,carlos.hernandez83@gmail.com,Medellin,2020-05-16,True
345,60483391,Luisa,Perez,3812032141,luisa.perez76@gmail.com,Cali,2024-02-10,True
346,89833585,Sofia,Gomez,3445527223,sofia.gomez74@gmail.com,Cartagena,2022-02-16,True
347,41917548,Carlos,Hernandez,3822584321,carlos.hernandez14@gmail.com,Cartagena,2022-06-01,True
348,66496644,Luisa,Martinez,3378683734,luisa.martinez94@gmail.com,Medellin,2021-04-30,True
349,20430713,Sofia,Lopez,3214450464,sofia.lopez63@gmail.com,Medellin,2024-01-05,True
350,98273514,Jorge,Perez,3881241350,jorge.perez48@gmail.com,Cartagena,2021-07-03,True
351,48522283,Maria,Lopez,3400944820,maria.lopez37@gmail.com,Medellin,2023-06-08,True
352,23887706,Luisa,Perez,3265504250,luisa.perez22@gmail.com,Barranquilla,2021-11-13,True
353,88578846,Jorge,Rodriguez,3679183156,jorge.rodriguez22@gmail.com,Barranquilla,2021-09-27,True
354,54812137,Sofia,Perez,3815381629,sofia.perez65@gmail.com,Cali,2020-04-09,True
355,54063387,Sofia,Martinez,3328766604,sofia.martinez7@gmail.com,Cali,2020-05-21,True
356,52299197,Ana,Martinez,3878725493,ana.martinez16@gmail.com,Cartagena,2024-03-25,True
357,29518754,Sofia,Perez,3117788895,sofia.perez51@gmail.com,Cali,2020-08-16,True
358,53511505,Jorge,Gomez,3155761321,jorge.gomez74@gmail.com,Medellin,2022-02-15,True
359,30954127,Carlos,Martinez,3426824036,carlos.martinez77@gmail.com,Barranquilla,2021-10-14,True
360,15383537,Ana,Hernandez,3277911686,ana.hernandez81@gmail.com,Cartagena,2025-02-09,True
361,40772875,Jorge,Perez,3772207250,jorge.perez75@gmail.com,Cartagena,2025-06-23,True
362,45666199,Ana,Gomez,3700783692,ana.gomez46@gmail.com,Cali,2022-08-17,True
363,36107048,Luisa,Rodriguez,3883336188,luisa.rodriguez96@gmail.com,Bogota,2025-03-30,True
364,11090506,Luisa,Perez,3361145389,luisa.perez1@gmail.com,Bogota,2021-07-03,True
365,18669892,Maria,Lopez,3885746841,maria.lopez77@gmail.com,Medellin,2024-10-21,True
366,83287104,Carlos,Gomez,3106426137,carlos.gomez67@gmail.com,Cartagena,2020-06-17,True
367,61432765,Sofia,Gomez,3363532865,sofia.gomez5@gmail.com,Medellin,2020-07-04,True
368,79981916,Luisa,Rodriguez,3451488655,luisa.rodriguez65@gmail.com,Bogota,2024-03-06,True
369,56300369,Pedro,Rodriguez,3422126688,pedro.rodriguez89@gmail.com,Barranquilla,2020-02-11,True
370,80056749,Carlos,Martinez,3613345519,carlos.martinez54@gmail.com,Bogota,2023-10-20,True
371,46720634,Juan,Lopez,3618528130,juan.lopez39@gmail.com,Barranquilla,2025-02-09,True
372,31435357,Luisa,Perez,3171509413,luisa.perez42@gmail.com,Bogota,2020-10-23,True
373,53318233,Juan,Martinez,3723300113,juan.martinez57@gmail.com,Cali,2020-01-17,True
374,93065641,Ana,Perez,3892100126,ana.perez2@gmail.com,Barranquilla,2025-04-30,True
375,74844814,Sofia,Gomez,3176168836,sofia.gomez88@gmail.com,Barranquilla,2020-07-26,True
376,72712460,Maria,Rodriguez,3955237534,maria.rodriguez13@gmail.com,Medellin,2022-10-17,True
377,55419622,Maria,Martinez,3700693800,maria.martinez79@gmail.com,Bogota,2022-12-21,True
378,71356336,Carlos,Martinez,3249453320,carlos.martinez21@gmail.com,Cartagena,2024-04-06,True
379,93697352,Luisa,Gomez,3639931610,luisa.gomez93@gmail.com,Bogota,2025-02-26,True
380,25830187,Ana,Martinez,3189168601,ana.martinez37@gmail.com,Cali,2021-09-21,True
381,22277136,Juan,Rodriguez,3402304109,juan.rodriguez64@gmail.com,Cartagena,2022-10-18,True
382,22493596,Pedro,Martinez,3574992300,pedro.martinez30@gmail.com,Bogota,2024-07-19,True
383,10036807,Ana,Gomez,3338214154,ana.gomez94@gmail.com,Barranquilla,2020-07-14,True
384,42605043,Ana,Hernandez,3101569858,ana.hernandez2@gmail.com,Bogota,2025-01-03,True
385,71852494,Ana,Rodriguez,3192294976,ana.rodriguez1@gmail.com,Barranquilla,2020-02-13,True
386,38075397,Jorge,Rodriguez,3895616541,jorge.rodriguez7@gmail.com,Bogota,2021-11-23,True
387,11054414,Carlos,Rodriguez,3989839671,carlos.rodriguez34@gmail.com,Bogota,2024-10-25,True
388,14536059,Luisa,Hernandez,3559134418,luisa.hernandez53@gmail.com,Cartagena,2024-09-11,True
389,68263832,Ana,Lopez,3435710041,ana.lopez32@gmail.com,Cali,2020-09-11,True
390,61349056,Luisa,Perez,3112528622,luisa.perez18@gmail.com,Cali,2023-07-02,True
391,21721521,Maria,Perez,3836347601,maria.perez59@gmail.com,Bogota,2021-03-15,True
392,14552869,Juan,Rodriguez,3966636977,juan.rodriguez93@gmail.com,Barranquilla,2023-01-29,True
393,52109918,Ana,Gomez,3394908551,ana.gomez77@gmail.com,Barranquilla,2021-03-31,True
394,42880409,Maria,Rodriguez,3980481712,maria.rodriguez78@gmail.com,Cali,2022-08-07,True
395,89485498,Juan,Martinez,3863573343,juan.martinez84@gmail.com,Cali,2024-04-06,True
396,30760879,Sofia,Gomez,3927167217,sofia.gomez60@gmail.com,Medellin,2021-06-15,True
397,26595477,Pedro,Lopez,3476630937,pedro.lopez68@gmail.com,Cali,2022-03-10,True
398,55735249,Jorge,Hernandez,3959346140,jorge.hernandez90@gmail.com,Cali,2020-07-19,True
399,72767469,Juan,Hernandez,3985341327,juan.hernandez60@gmail.com,Cartagena,2023-04-12,True
400,64305453,Luisa,Hernandez,3841189521,luisa.hernandez31@gmail.com,Medellin,2021-02-12,True
401,86231110,Carlos,Martinez,3542298601,carlos.martinez58@gmail.com,Cartagena,2021-08-10,True
402,85460561,Pedro,Perez,3981701787,pedro.perez19@gmail.com,Medellin,2023-06-09,True
403,65812989,Pedro,Rodriguez,3976123523,pedro.rodriguez90@gmail.com,Cartagena,2022-03-31,True
404,74348213,Luisa,Perez,3686125210,luisa.perez96@gmail.com,Bogota,2022-10-23,True
405,73251543,Maria,Gomez,3706878206,maria.gomez39@gmail.com,Bogota,2024-08-02,True
406,82755101,Carlos,Rodriguez,3896231554,carlos.rodriguez15@gmail.com,Barranquilla,2023-06-29,True
407,93000520,Jorge,Perez,3613968436,jorge.perez10@gmail.com,Cartagena,2023-04-01,True
408,27022721,Sofia,Hernandez,3395741254,sofia.hernandez64@gmail.com,Medellin,2020-04-21,True
409,19691076,Carlos,Lopez,3104033675,carlos.lopez96@gmail.com,Cali,2024-04-08,True
410,24309079,Luisa,Perez,3181716186,luisa.perez74@gmail.com,Cartagena,2022-07-25,True
411,65930540,Jorge,Lopez,3793262779,jorge.lopez94@gmail.com,Cartagena,2025-02-23,True
412,63017222,Maria,Gomez,3784351115,maria.gomez8@gmail.com,Cali,2023-06-24,True
413,50519645,Ana,Lopez,3794317654,ana.lopez52@gmail.com,Cali,2024-09-14,True
414,31490739,Juan,Perez,3289939372,juan.perez62@gmail.com,Bogota,2021-12-11,True
415,72778259,Ana,Rodriguez,3337385494,ana.rodriguez51@gmail.com,Bogota,2020-09-09,True
416,55431060,Maria,Lopez,3313138676,maria.lopez66@gmail.com,Barranquilla,2022-03-09,True
417,22122283,Carlos,Hernandez,3141570353,carlos.hernandez94@gmail.com,Cali,2022-05-17,True
418,26094801,Carlos,Gomez,3942134036,carlos.gomez70@gmail.com,Medellin,2023-12-31,True
419,39114748,Maria,Martinez,3954003464,maria.martinez78@gmail.com,Medellin,2022-03-14,True
420,61123970,Jorge,Rodriguez,3755401154,jorge.rodriguez10@gmail.com,Bogota,2021-12-21,True
421,12390690,Jorge,Perez,3550160373,jorge.perez72@gmail.com,Barranquilla,2020-11-30,True
422,83103955,Jorge,Perez,3516126832,jorge.perez58@gmail.com,Medellin,2020-06-22,True
423,47791110,Maria,Hernandez,3557941050,maria.hernandez94@gmail.com,Bogota,2024-06-30,True
424,24747150,Pedro,Perez,3508362711,pedro.perez78@gmail.com,Cartagena,2024-03-30,True
425,39212056,Carlos,Perez,3448484101,carlos.perez11@gmail.com,Medellin,2023-11-12,True
426,80310666,Jorge,Perez,3304080774,jorge.perez34@gmail.com,Bogota,2021-10-13,True
427,15471832,Jorge,Lopez,3948135399,jorge.lopez93@gmail.com,Barranquilla,2020-01-18,True
428,60671119,Ana,Martinez,3221332445,ana.martinez91@gmail.com,Cartagena,2023-08-19,True
429,35684138,Pedro,Hernandez,3357994419,pedro.hernandez55@gmail.com,Bogota,2024-01-24,True
430,51987048,Carlos,Perez,3397245979,carlos.perez81@gmail.com,Cartagena,2024-07-01,True
431,21499448,Juan,Martinez,3145644323,juan.martinez51@gmail.com,Cali,2020-10-10,True
432,30935521,Luisa,Gomez,3194529848,luisa.gomez69@gmail.com,Barranquilla,2021-07-11,True
433,42376973,Sofia,Rodriguez,3119325335,sofia.rodriguez21@gmail.com,Barranquilla,2022-11-04,True
434,12435342,Sofia,Perez,3702435268,sofia.perez6@gmail.com,Barranquilla,2024-07-29,True
435,20916221,Pedro,Martinez,3621136033,pedro.martinez88@gmail.com,Cali,2021-08-18,True
436,51658407,Jorge,Rodriguez,3451245744,jorge.rodriguez2@gmail.com,Medellin,2020-10-05,True
437,58308761,Pedro,Rodriguez,3650752742,pedro.rodriguez59@gmail.com,Cartagena,2024-03-30,True
438,15109672,Sofia,Lopez,3558360989,sofia.lopez53@gmail.com,Cali,2021-01-13,True
439,76516489,Jorge,Lopez,3823053870,jorge.lopez67@gmail.com,Cartagena,2020-03-02,True
440,35743266,Juan,Martinez,3311309412,juan.martinez27@gmail.com,Cartagena,2024-09-24,True
441,56329989,Carlos,Gomez,3309064290,carlos.gomez96@gmail.com,Bogota,2023-11-16,True
442,53597670,Luisa,Lopez,3161074240,luisa.lopez69@gmail.com,Cartagena,2025-04-23,True
443,32520576,Carlos,Lopez,3466085384,carlos.lopez35@gmail.com,Barranquilla,2021-01-24,True
444,29370914,Jorge,Martinez,3849226875,jorge.martinez28@gmail.com,Bogota,2021-09-03,True
445,82331057,Maria,Rodriguez,3600493994,maria.rodriguez7@gmail.com,Medellin,2025-01-11,True
446,71212823,Sofia,Rodriguez,3512321353,sofia.rodriguez65@gmail.com,Cali,2022-07-31,True
447,87920245,Pedro,Rodriguez,3123940592,pedro.rodriguez21@gmail.com,Barranquilla,2020-02-06,True
448,32314265,Ana,Lopez,3993683297,ana.lopez45@gmail.com,Barranquilla,2023-05-26,True
449,81775147,Luisa,Perez,3813671818,luisa.perez67@gmail.com,Medellin,2024-06-04,True
450,77974632,Pedro,Rodriguez,3717756731,pedro.rodriguez92@gmail.com,Medellin,2023-09-21,True
451,37936900,Sofia,Rodriguez,3738157480,sofia.rodriguez84@gmail.com,Medellin,2024-02-23,True
452,25159597,Juan,Rodriguez,3795591144,juan.rodriguez44@gmail.com,Barranquilla,2025-06-23,True
453,29514109,Ana,Lopez,3535715884,ana.lopez53@gmail.com,Cali,2021-01-03,True
454,87879472,Pedro,Rodriguez,3974670512,pedro.rodriguez77@gmail.com,Bogota,2021-10-21,True
455,68145429,Maria,Perez,3463941444,maria.perez90@gmail.com,Cali,2022-11-07,True
456,96558564,Pedro,Martinez,3110819994,pedro.martinez9@gmail.com,Cartagena,2021-07-28,True
457,23602299,Carlos,Lopez,3669230520,carlos.lopez78@gmail.com,Barranquilla,2020-12-08,True
458,47171965,Carlos,Hernandez,3235613010,carlos.hernandez68@gmail.com,Cartagena,2024-03-04,True
459,70734246,Sofia,Martinez,3293642457,sofia.martinez73@gmail.com,Barranquilla,2022-08-25,True
460,26836394,Ana,Martinez,3898526764,ana.martinez51@gmail.com,Cartagena,2024-07-05,True
461,31051803,Jorge,Lopez,3186640618,jorge.lopez69@gmail.com,Cartagena,2023-01-30,True
462,70431746,Ana,Perez,3200678363,ana.perez50@gmail.com,Medellin,2024-08-10,True
463,73341542,Pedro,Perez,3898876729,pedro.perez34@gmail.com,Barranquilla,2021-12-26,True
464,85210691,Maria,Perez,3571836972,maria.perez41@gmail.com,Cartagena,2024-11-26,True
465,65368678,Juan,Lopez,3476681227,juan.lopez51@gmail.com,Cartagena,2024-01-04,True
466,56475181,Jorge,Perez,3941467581,jorge.perez76@gmail.com,Cali,2021-05-13,True
467,54853010,Luisa,Hernandez,3508417925,luisa.hernandez2@gmail.com,Barranquilla,2021-04-13,True
468,98366801,Ana,Hernandez,3765723034,ana.hernandez17@gmail.com,Medellin,2024-12-28,True
469,18872400,Jorge,Lopez,3678387521,jorge.lopez37@gmail.com,Barranquilla,2021-06-19,True
470,41010162,Pedro,Lopez,3844271561,pedro.lopez34@gmail.com,Cali,2024-09-27,True
471,39993641,Jorge,Gomez,3980994792,jorge.gomez7@gmail.com,Medellin,2022-05-01,True
472,35248703,Jorge,Hernandez,3663390570,jorge.hernandez89@gmail.com,Barranquilla,2025-04-28,True
473,95664427,Ana,Hernandez,3236702353,ana.hernandez27@gmail.com,Barranquilla,2020-06-22,True
474,74965842,Maria,Rodriguez,3590273844,maria.rodriguez28@gmail.com,Barranquilla,2024-06-12,True
475,10371825,Luisa,Martinez,3709463164,luisa.martinez64@gmail.com,Cartagena,2020-02-24,True
476,58946250,Juan,Martinez,3938651091,juan.martinez8@gmail.com,Cartagena,2021-01-21,True
477,80958018,Sofia,Martinez,3722149365,sofia.martinez23@gmail.com,Cartagena,2021-04-08,True
478,97019618,Jorge,Lopez,3710893732,jorge.lopez92@gmail.com,Cartagena,2020-05-30,True
479,38867703,Jorge,Lopez,3360772389,jorge.lopez11@gmail.com,Barranquilla,2025-06-15,True
480,56542523,Carlos,Rodriguez,3618773071,carlos.rodriguez83@gmail.com,Cartagena,2024-08-21,True
481,47066135,Sofia,Rodriguez,3860656603,sofia.rodriguez59@gmail.com,Bogota,2022-06-30,True
482,31656359,Luisa,Gomez,3614439038,luisa.gomez99@gmail.com,Cali,2025-03-14,True
483,60007779,Sofia,Martinez,3623766399,sofia.martinez26@gmail.com,Barranquilla,2021-01-21,True
484,91024669,Pedro,Gomez,3361775327,pedro.gomez21@gmail.com,Cali,2022-05-05,True
485,18977231,Ana,Gomez,3320635966,ana.gomez1@gmail.com,Medellin,2023-11-12,True
486,13893064,Ana,Martinez,3659761585,ana.martinez70@gmail.com,Barranquilla,2020-05-11,True
487,83973574,Ana,Martinez,3181004210,ana.martinez92@gmail.com,Cartagena,2020-09-09,True
488,36492769,Juan,Hernandez,3743790279,juan.hernandez64@gmail.com,Medellin,2021-06-14,True
489,78816381,Jorge,Perez,3916362969,jorge.perez45@gmail.com,Cartagena,2023-05-25,True
490,88494218,Ana,Rodriguez,3990806720,ana.rodriguez30@gmail.com,Bogota,2020-04-19,True
491,25372964,Carlos,Lopez,3259505005,carlos.lopez59@gmail.com,Bogota,2021-12-19,True
492,65429165,Jorge,Perez,3534078984,jorge.perez23@gmail.com,Barranquilla,2022-05-12,True
493,21722157,Jorge,Rodriguez,3271039269,jorge.rodriguez34@gmail.com,Medellin,2022-06-05,True
494,79651224,Jorge,Gomez,3205157973,jorge.gomez10@gmail.com,Cali,2023-08-23,True
495,65305921,Juan,Lopez,3874160575,juan.lopez1@gmail.com,Medellin,2020-05-28,True
496,19584888,Sofia,Hernandez,3138253844,sofia.hernandez3@gmail.com,Medellin,2024-07-02,True
497,44322882,Ana,Rodriguez,3167418847,ana.rodriguez49@gmail.com,Barranquilla,2022-08-23,True
498,40466248,Pedro,Perez,3575853054,pedro.perez70@gmail.com,Barranquilla,2022-07-05,True
499,34679430,Maria,Gomez,3842805434,maria.gomez59@gmail.com,Cartagena,2023-05-02,True
500,51271640,Carlos,Martinez,3927573156,carlos.martinez10@gmail.com,Cartagena,2023-02-16,True
501,24193266,Luisa,Gomez,3611462175,luisa.gomez65@gmail.com,Bogota,2024-02-11,True
502,83010388,Jorge,Rodriguez,3546597747,jorge.rodriguez38@gmail.com,Bogota,2025-03-31,True
503,96501443,Juan,Rodriguez,3895209437,juan.rodriguez86@gmail.com,Medellin,2023-03-10,True
504,96747325,Carlos,Hernandez,3954001207,carlos.hernandez91@gmail.com,Cartagena,2020-06-08,True
505,95910601,Sofia,Hernandez,3196267221,sofia.hernandez1@gmail.com,Cartagena,2020-12-26,True
506,83412720,Sofia,Gomez,3209518001,sofia.gomez50@gmail.com,Cartagena,2021-12-31,True
507,10795833,Pedro,Perez,3355099526,pedro.perez35@gmail.com,Bogota,2022-03-06,True
508,18798769,Juan,Martinez,3517348276,juan.martinez5@gmail.com,Bogota,2024-05-29,True
509,33598249,Carlos,Rodriguez,3222022871,carlos.rodriguez37@gmail.com,Barranquilla,2024-05-05,True
510,84664807,Pedro,Hernandez,3688730862,pedro.hernandez93@gmail.com,Medellin,2023-12-13,True
511,45802910,Jorge,Perez,3970411929,jorge.perez96@gmail.com,Bogota,2020-10-22,True
512,10944100,Juan,Rodriguez,3906439980,juan.rodriguez16@gmail.com,Barranquilla,2020-09-03,True
513,81639997,Maria,Lopez,3318783867,maria.lopez29@gmail.com,Cartagena,2020-10-01,True
514,27365945,Sofia,Gomez,3735891860,sofia.gomez8@gmail.com,Bogota,2022-02-10,True
515,78773946,Carlos,Lopez,3607513496,carlos.lopez97@gmail.com,Cali,2023-05-28,True
516,89053997,Maria,Perez,3259058089,maria.perez50@gmail.com,Cartagena,2024-08-28,True
517,94672499,Juan,Lopez,3719206028,juan.lopez25@gmail.com,Medellin,2021-03-10,True
518,52576122,Juan,Rodriguez,3727430838,juan.rodriguez28@gmail.com,Cartagena,2020-10-20,True
519,19762804,Pedro,Rodriguez,3126287422,pedro.rodriguez59@gmail.com,Cartagena,2024-08-07,True
520,86092960,Ana,Perez,3557470391,ana.perez33@gmail.com,Cali,2023-12-21,True
521,87666508,Maria,Lopez,3466556086,maria.lopez35@gmail.com,Cartagena,2025-06-18,True
522,18346872,Sofia,Martinez,3335840080,sofia.martinez1@gmail.com,Cali,2020-12-31,True
523,90367082,Carlos,Perez,3750597421,carlos.perez86@gmail.com,Bogota,2021-01-23,True
524,91859714,Ana,Rodriguez,3374856470,ana.rodriguez1@gmail.com,Bogota,2021-08-27,True
525,59412218,Ana,Rodriguez,3201861157,ana.rodriguez55@gmail.com,Cartagena,2021-11-03,True
526,22608617,Ana,Hernandez,3347644751,ana.hernandez76@gmail.com,Barranquilla,2023-12-14,True
527,62721675,Sofia,Martinez,3915219671,sofia.martinez43@gmail.com,Bogota,2024-05-09,True
528,44304296,Ana,Lopez,3797054234,ana.lopez96@gmail.com,Cartagena,2022-03-31,True
529,17868723,Maria,Rodriguez,3385763065,maria.rodriguez41@gmail.com,Cali,2023-06-24,True
530,16909275,Sofia,Martinez,3342477978,sofia.martinez6@gmail.com,Cali,2021-02-05,True
531,78096349,Luisa,Gomez,3259590705,luisa.gomez39@gmail.com,Cartagena,2020-06-23,True
532,36300347,Juan,Lopez,3488732325,juan.lopez59@gmail.com,Cali,2023-02-08,True
533,64734995,Sofia,Martinez,3838609901,sofia.martinez77@gmail.com,Cartagena,2020-07-08,True
534,38047954,Maria,Hernandez,3583268518,maria.hernandez81@gmail.com,Bogota,2020-07-03,True
535,10624905,Jorge,Rodriguez,3872613752,jorge.rodriguez20@gmail.com,Barranquilla,2024-07-28,True
536,51510602,Carlos,Rodriguez,3300899835,carlos.rodriguez48@gmail.com,Cartagena,2025-02-11,True
537,51977261,Pedro,Gomez,3149778735,pedro.gomez26@gmail.com,Bogota,2021-11-27,True
538,36019530,Ana,Lopez,3501868938,ana.lopez70@gmail.com,Cali,2023-08-31,True
539,58409279,Carlos,Martinez,3818823441,carlos.martinez30@gmail.com,Medellin,2021-10-25,True
540,90984735,Juan,Lopez,3493978547,juan.lopez50@gmail.com,Barranquilla,2021-04-22,True
541,14949271,Juan,Perez,3288899362,juan.perez26@gmail.com,Cali,2023-01-26,True
542,53961817,Pedro,Perez,3252146059,pedro.perez79@gmail.com,Medellin,2020-12-29,True
543,84235129,Sofia,Gomez,3652625633,sofia.gomez95@gmail.com,Cartagena,2024-10-02,True
544,81205414,Sofia,Gomez,3681825490,sofia.gomez3@gmail.com,Barranquilla,2020-04-19,True
545,49242000,Maria,Perez,3576754162,maria.perez22@gmail.com,Cali,2020-12-22,True
546,18132309,Luisa,Gomez,3972155561,luisa.gomez36@gmail.com,Bogota,2025-05-12,True
547,26580117,Ana,Lopez,3578592678,ana.lopez60@gmail.com,Medellin,2020-03-31,True
548,51970786,Luisa,Hernandez,3638467183,luisa.hernandez90@gmail.com,Bogota,2021-01-20,True
549,46218089,Sofia,Rodriguez,3554667313,sofia.rodriguez28@gmail.com,Bogota,2020-04-30,True
550,83382252,Ana,Lopez,3116759891,ana.lopez39@gmail.com,Cali,2023-09-22,True
551,93791781,Carlos,Gomez,3155376913,carlos.gomez96@gmail.com,Medellin,2023-04-20,True
552,74340081,Sofia,Rodriguez,3526598702,sofia.rodriguez36@gmail.com,Cali,2024-02-17,True
553,33624084,Pedro,Lopez,3761456912,pedro.lopez71@gmail.com,Bogota,2021-06-27,True
554,91505981,Juan,Gomez,3247811148,juan.gomez3@gmail.com,Bogota,2021-05-18,True
